idProposicao;proposicaoTipo;ementa;dataApresentacao
2152169;Projeto de Lei;Altera a Lei 12.114, de 9 de dezembro de 2009, para incluir a promoção de campanhas de conscientização sobre as mudanças climáticas entre as destinações para os recursos do Fundo Nacional sobre Mudança do Clima.;2017-09-19
2152191;Projeto de Lei;Dispõe sobre conteúdo local para o setor de exploração e produção de petróleo e gás natural.;2017-09-19
2152196;Recurso contra apensação/desapensação de proposição (Art. 142, I, RICD);Requer que a tramitação do Projeto de Lei 8.291/17 se dê separado.;2017-09-19
2152197;Projeto de Lei Complementar;Institui o Programa de Regularização Tributária do Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte - Simples Nacional junto à Secretaria da Receita Federal do Brasil e à Procuradoria Geral da Fazenda Nacional;2017-09-19
2152198;Solicitação de Informação ao TCU;Solicita informações ao Presidente do Tribunal de Contas da União sobre o repasse aos consumidores de energia elétrica do Estado de Alagoas das perdas comercias da CEAL.;2017-09-19
2152199;Indicação;Sugere ao Excelentíssimo Senhor Presidente da República a inclusão do Obra da Rodovia BR-416 no Programa de Aceleração do Crescimento.;2017-09-19
2152201;Requerimento de Constituição de Comissão Externa;Requer a criação de Comissão Externa, sem ônus para a Câmara dos Deputados, destinada a verificar a execução das obras e avaliar aplicação dos recursos objeto da cobrança de suposta dívida da Construtora Andrade Gutierrez em desfavor do Município de Betim-MG.;2017-09-19
2152205;Requerimento de Retirada de Proposição de Iniciativa Coletiva;"Requer a retirada de tramitação do Recurso nº 247 de 2017, apresentado contra a apreciação conclusiva do Projeto de Lei nº 2.524 de 2011, que ""regulamenta a profissão de leiloeiro público oficial"".";2017-09-19
2152207;Requerimento de Transformação de Sessão Plenaria em Comissão Geral;Requer que uma sessão plenária seja transformada em comissão geral para debater a crise econômica nas instituições de ensino superior no Brasil.;2017-09-19
2152208;Emenda Aglutinativa de Plenário;;2017-09-19
2152214;Requerimento;Requer a aprovação de missão oficial de membros da Comissão de Viação e Transportes (CVT), com ônus para Câmara dos Deputados, para que os parlamentares possam participar de visita técnica a ser realizada na Rodovia Transamazônica, via terrestre, a fim de se debater sobre as vias dos trechos de ligação do prolongamento da BR 156, desde Laranjal do Jari, no Amapá, até o Município de Alenquer, no Estado do Pará, objeto do Projeto de Lei nº 7.252, de 2017.;2017-09-20
2152218;Indicação;Sugere regular a aprendizagem, por meio da contratação, pela Administração Pública direta, autárquica e fundacional, da União, Estados, Distrito Federal e Municípios, de entidades qualificadas em formação técnico-profissional metódica que tenham por objetivos a assistência ao adolescente e à educação profissional.;2017-09-20
2152219;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para discutir o PL nº 6.726, de 2016.;2017-09-20
2152221;Requerimento de Audiência Pública;Requer nos termos do art. 255 do Regimento Interno, a realização de Audiência Pública para discussão do PL 656/2015 que dá nova redação ao § 2º do art. 6º e acrescenta artigos 6ºF, 6ºG, 6ºH, e 6ºI à Lei nº 8.742, de 7 de dezembro de 1993, para dispor sobre instâncias de negociação e consenso do Sistema Único de Assistência Social - Suas.;2017-09-20
2152227;Requerimento;Requer a inclusão de participante à audiência pública solicitada pelo requerimento 2/2017, apresentado à esta Comissão.;2017-09-20
2152237;Projeto de Lei;Altera a redação do caput art. 72 da Lei nº 8.383 de 30 de dezembro de 1991 e o  caput art. 2º da Lei nº 8.989, de 24 de fevereiro de 1995,  ampliar o alcance destes dispositivos, relativamente aos taxistas.;2017-09-20
2152245;Requerimento de Audiência Pública;Requer, nos termos do Regimento Interno e da Constituição Federal, seja convidado o Jurista Brasileiro, Lenio Luiz Streck para debater acerca do relatório final a ser apresentado.;2017-09-20
2152247;Projeto de Lei;Modifica a Lei 6.803 de 2 de julho de 1980 e a Lei 9.985 de 18 de julho de 2000.;2017-09-20
2152249;Requerimento de Audiência Pública;Requer a realização de audiência pública para discutir a consulta pública lançada pelo Governo Federal para composição do Comitê Gestor da Internet no Brasil;2017-09-20
2152250;Indicação;Sugere ao Poder Executivo, no âmbito da Agência Nacional de Transportes Terrestres - ANTT, a instalação de redutor de velocidade na altura do quilômetro 487 da rodovia BR 381, Município de Betim, Minas Gerais, sob concessão da empresa Autopista Fernão Dias.;2017-09-20
2152252;Requerimento;Requer a inclusão dos convidados abaixo mencionados na audiência pública proposta pelo requerimento nº 150/2017.;2017-09-20
2152256;Requerimento de Voto de pesar;Requer o envio de Voto de Pesar pelo falecimento do Senhor Affonso Ferreira Lopes, pai de Flávio Pascarelli, Desembargador Presidente do TJ-AM, ocorrido no dia 15 de setembro de 2017;2017-09-20
2152257;Projeto de Lei;Dispõe sobre a Semana Nacional de Prevenção do Suicídio e de Valorização da Vida.;2017-09-20
2152259;Projeto de Lei;"Denomina ""Rodovia Governador Leonel de Moura Brizola"", o trecho da rodovia BR-101 no Estado do Rio de Janeiro.";2017-09-20
2152264;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia da PEC 518/2010 que ""Dá nova redação ao caput do art. 19 do Ato das Disposições Constitucionais Transitórias e revoga o § 2º do dispositivo"".";2017-09-20
2152266;Requerimento;"Requer a realização de audiência pública para discutir ""Os investimentos do Governo Federal na Cultura Brasileira"".";2017-09-20
2152268;Projeto de Lei;"Altera o art. 6o da Lei no 8.906, de 4 de julho de 1994, que ""Dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil (OAB)"".";2017-09-20
2152280;Requerimento de Sessão Solene;Requer convocação de Sessão Solene da Câmara dos Deputados em Homenagem ao dia Internacional do Lions Club, na data de 20 de outubro de 2017.;2017-09-20
2152285;Proposta de Emenda à Constituição;aAcrescenta os Arts. 17-A e 149-B para instituir o Fundo especial de Financiamento da Democracia e a contribuição sobre os salários de Presidente, Vice-Presidente, Governadores, Vice-Governadores, Prefeitos, Vice-Prefeitos, Senadores, Deputados, Vereadores e ocupantes de cargos em comissão declarados em lei de livre nomeação e exoneração nos poderes Executivo e Legislativo, nas três esferas da federação.;2017-09-20
2152292;Projeto de Lei;Comina pena de reclusão, de dois a oito anos, a quem se omite em face do crime de tortura, quando tinha o dever de evitá-lo ou apurá-lo.;2017-09-20
2152294;Projeto de Lei;Dispõe sobre alteração da Lei nº 10.559, de 13 de novembro de 2002, para tratar da reparação econômica em prestação mensal, permanente e continuada.;2017-09-20
2152296;Projeto de Lei;Dispõe sobre o ressarcimento aos consumidores de eletricidade por interrupção de suprimento, alterando a Lei nº 8.987, de 13 de fevereiro de 1995.;2017-09-20
2152297;Projeto de Lei;Dispõe sobre o regime tarifário das concessionárias de serviço público, em praça de pedágio para determinar reajuste das tarifas públicas pelo menor índice inflacionário.;2017-09-20
2152303;Requerimento de Sessão Solene;Nos Termos do Art. 68 do Regimento Interno da Câmara dos Deputados , reiquero a Vossa Excelência , a realização de sessão solene em comemoração aos 60 anos da CEPLAC - Comissão Executiva do Plano da Lavoura Cacaueira.;2017-09-20
2152314;Projeto de Lei;Acrescenta dispositivos à Consolidação das Leis do Trabalho - CLT para dispor sobre a contribuição sindical.;2017-09-20
2152315;Projeto de Lei;Revoga dispositivos da Consolidação das Leis do Trabalho - CLT, que dispõem sobre a prescrição processual.;2017-09-20
2152316;Indicação;Sugere ao Ministério do Meio Ambiente e ao Ministério da Agricultura, Pecuária e Abastecimento a criação de um Programa Nacional de Apoio à Proteção Animal.;2017-09-20
2152318;Requerimento;Requer a realização de Seminário destinado a debater o Projeto de Lei n° 7.180/2014, na Câmara Municipal de Fortaleza/CE, com autoridades, professores, alunos e lideranças regionais.;2017-09-20
2152322;Requerimento;"Requer, nos termos regimentais, que esta Comissão aprove MOÇÃO DE LOUVOR pelo excelente trabalho realizado pelo Juiz Federal Sérgio Fernando Moro no âmbito das medidas judiciais que envolvem a operação conhecida como ""Operação Lava Jato"".";2017-09-20
2152324;Projeto de Lei;Dispõe sobre a obrigadoriedade de ensino de primeiros socorros aos profissionais que atuam em estabelecimentos de educação infantil e ensino fundamental.;2017-09-20
2152325;Proposta de Fiscalização e Controle;Propõe que a Comissão de Fiscalização Financeira e Controle da Câmara dos Deputados (CFFC) realize, com o auxílio do Tribunal de Contas da União (TCU), ato de fiscalização dos recursos repassados pelo Ministério da Saúde ao Fundo de Saúde do Distrito Federal por força da Portaria GM/MS nº 3.010, de 10 de dezembro de 2013, cujo destinatário final é o Centro Educacional de Audição e Linguagem Ludovico Pavoni - CEAL.;2017-09-20
2152336;Projeto de Lei;Dispõe sobre a inspeção industrial e sanitária de produtos agroindustriais artesanais;2017-09-20
2152337;Projeto de Lei;Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para isentar do Imposto sobre Produtos Industrializados (IPI) os automóveis adquiridos por pessoas com deficiência auditiva.;2017-09-20
2152338;Projeto de Lei;Dispõe sobre a exclusão da multa relativa a não declaração de informações sobre capitais brasileiros no exterior, na forma definida pela Resolução nº 3.854 do Banco Central do Brasil.;2017-09-20
2152339;Projeto de Lei;Cria medida anticíclica: amplia, temporariamente, os prazos de recolhimento de tributos federais administrados pela Secretaria da Receita Federal do Brasil e do Fundo de Garantia do Tempo de Serviço a cargo da Caixa Econômica Federal, devidos pelas empresas do setor fabricante de máquinas e equipamentos e dá outras providências.;2017-09-20
2152340;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para debater a perspectiva de extinção do Serviço Social no INSS.;2017-09-20
2152341;Requerimento de Audiência Pública;"Solicita realização de Audiência Pública na Comissão de Viação e Transportes para esclarecimentos sobre a cobrança da tarifa portuária THC2 - ""Terminal Handling Charge"".";2017-09-20
2152345;Requerimento;Solicita ao Sr. Ministro da Ciência, Tecnologia, Inovações e Comunicações (MCTIC) informações quanto a estimativas de custos para implantação da cobertura das estradas brasileiras com telefonia móvel.;2017-09-20
2152346;Indicação;Indica ao Excelentíssimo Senhor Ministro da Saúde, a inserção do profissional de educação física nas equipes de Estratégia de Saúde da Família com financiamento dentro das ações do bloco da atenção básica para atender a população na proposta de promoção de saúde e prevenção de doenças nos Municípios.;2017-09-20
2152347;Requerimento;Solicita ao Sr. Ministro da Ciência, Tecnologia, Inovações e Comunicações (MCTIC) informações da Anatel quanto a estimativas de custos para implantação da cobertura das estradas brasileiras com telefonia móvel.;2017-09-20
2152348;Requerimento;Solicita ao Sr. Ministro dos Transportes, Portos e Aviação Civil informações quanto a cobertura das estradas brasileiras pelos serviços de telefonia móvel.;2017-09-20
