idProposicao;proposicaoTipo;ementa;dataApresentacao
2127796;Requerimento;Requer a realização de audiência pública para debater a PEC 58/2011, de autoria do Sr. Dr. Jorge Silva e outros.;2017-03-30
2127797;Medida Provisória;Transforma a Autoridade Pública Olímpica - APO na Autoridade de Governança do Legado Olímpico - AGLO e dá outras providências.    NOVA EMENTA: Transforma a Autoridade Pública Olímpica (APO) na Autoridade de Governança do Legado Olímpico (Aglo)  altera a Lei nº 11.356, de 19 de outubro de 2006  revoga a Lei nº 12.396, de 21 de março de 2011  e dá outras providências.;2017-03-30
2127798;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para debater o Legado deixado ao país em decorrência da Copa do Mundo de 2014, sediada no Brasil.;2017-03-30
2127799;Indicação;Sugere à Mesa Diretora da Câmara dos Deputados a apresentação de ato da Mesa para regulamentar o ato subscricional para a iniciativa popular de lei.;2017-03-30
2127800;Requerimento de Redistribuição;Requer revisão de despacho dado ao PL 5230 de 2016 a fim de que o mesmo tramite também pela Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços - CDEICS.;2017-03-30
2127801;Projeto de Lei;Acrescenta dispositivo à Lei Nº 8.080, de 19 de setembro de 1990, para garantir, através do Sistema Único de Saúde (SUS), tratamento médico a pacientes portadores de doenças não tratáveis no município de origem.;2017-03-30
2127803;Medida Provisória;Altera a Lei nº 7.889, de 23 de novembro de 1989, que dispõe sobre a inspeção sanitária e industrial dos produtos de origem animal.;2017-03-30
2127804;Medida Provisória;Estabelece prazo para a correção dos valores referentes ao percentual de aplicação mínimo obrigatório de que trata o caput do art. 69 da Lei nº 9.394, de 20 de dezembro de 1996, para os recursos recebidos em decorrência da Lei nº 13.254, de 13 de janeiro de 2016.;2017-03-30
2127816;Requerimento;Requer autorização para representar esta Comissão de Meio Ambiente e Desenvolvimento Sustentável em missão oficial.;2017-03-30
2127817;Requerimento;Requer a realização de Audiência Pública para instruir discutir a redelimitação do Parque Nacional do Rio Novo e da Flona Jamanxim e a criação da Área de Proteção Ambiental do Jamanxim.;2017-03-30
2127819;Requerimento de Informação;Solicita ao Excelentíssimo Ministro de Estado da Indústria, Comércio Exterior e Serviços, Marcos Pereira, e ao Presidente do Instituto Nacional de Metrologia, Qualidade e Tecnologia, Carlos Augusto de Azevedo, informações sobre a proposta de alteração do Regulamento Metrológico que estabelece as condições que deverão satisfazer os etilômetros portáteis e não portáteis, utilizados pela fiscalização de trânsito, e sobre o procedimento de aprovação de modelo de etilômetro.;2017-03-30
2127820;Requerimento de Informação;Solicita ao Ministro da Agricultura, Pecuária e Abastecimento informações acerca das medidas tomadas visando averiguar as denúncias no âmbito da Operação Carne Fraca e as ações planejadas para se evitar fraudes no Sistema Unificado de Atenção à Sanidade Agropecuária - SUASA.;2017-03-30
2127821;Projeto de Lei;Acrescenta o § 13 ao art. 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para qualificar a conduta de agressão contra profissionais de saúde.;2017-03-30
2127827;Requerimento;Expedição de CONVITE ao Excelentíssimo Senhor Ministro Moreira Franco - Ministro Chefe da Secretaria Geral da Presidência da República  ao Excelentíssimo Senhor Ministro Henrique Meireles - Ministro da Fazenda e  ao Excelentíssimo Senhor Ministro Fernando Coelho Filho - Ministro de Minas e Energia, para que prestem esclarecimentos a essa Comissão sobre o Conteúdo Local, as mudanças que o Governo Federal quer implementar e sobre o Leilão / Concessão do Pré-Sal, assim como a ausência de Conteúdo Local nisso, dentre outros temas correlacionados ao assunto.;2017-03-30
2127829;Requerimento de Audiência Pública;Expedição de CONVITE ao Excelentíssimo Senhor Ministro Henrique Meireles - Ministro da Fazenda do Brasil, para que preste esclarecimentos a essa Comissão sobre o reflexo na agroindústria, referente a retirada da desoneração da folha de pagamento, dentre outros temas correlacionados ao assunto.;2017-03-30
2127830;Requerimento;Requer a realização de Audiência Pública para debater o Projeto de Lei nº 1.040, de 2015, que altera a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, para acrescentar como diretriz de política tarifária do serviço de transporte público coletivo a concessão de desconto para pagamento realizado por meio eletrônico.;2017-03-30
2127835;Requerimento de Audiência Pública;Requer a realização de Audiência Pública com a finalidade de debater os reajustes de mensalidades dos Planos Privados de Assistência à Saúde Coletivos.;2017-03-30
2127838;Proposta de Fiscalização e Controle;Requer que a Comissão de Fiscalização Financeira e Controle realize, com o auxílio do Tribunal de Contas da União (TCU), ato de fiscalização e controle visando verificar os procedimentos do Ministério da Agricultura no cumprimento de sua atribuição de inspeção dos produtos de origem animal no país.;2017-03-30
2127839;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia do PL 7493/2006.;2017-03-30
2127840;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia do PL .7191/2006.;2017-03-30
2127841;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia do PL 717/2003.;2017-03-30
2127842;Projeto de Lei;Disciplina a regularização fundiária em áreas urbanas e dá outras providências.;2017-03-30
2127843;Projeto de Lei;"Altera o § 2º do art. 9º da Lei nº 8.036, de 11 de maio de 1990, que ""Dispõe sobre o Fundo de Garantia do Tempo de Serviço, e dá outras providências"", para incluir as Santas Casas de Misericórdia dentre as hipóteses de aplicação dos recursos provenientes do Fundo de Garantia do Tempo de Serviço (FGTS).";2017-03-30
2127844;Requerimento de Inclusão na Ordem do Dia;Requer a inclusão na Ordem do Dia do PL 6544/2002.;2017-03-30
2127845;Projeto de Lei;"""Altera o Decreto Lei 2848, de 7 de dezembro de 1940 - Código Penal, para punir o funcionário público que deixar de cumprir determinações dos órgãos sanitários e/ou da agricultura e/ou emitir certificados sanitários sem qualquer fiscalização efetiva"".";2017-03-30
2127846;Projeto de Lei;"""Altera a Lei nº 10.671, de 15 de maio de 2003, que dispõe sobre o Estatuto de Defesa do Torcedor e dá outras providências, para punir os torcedores que participarem de brigas que resultam na morte de outros torcedores"".";2017-03-30
2127865;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia do PL nº 2.861/2008, que Altera a Lei nº 4.950-A/1966, que estende aos técnicos de nível médio, regularmente inscritos nos Conselhos Regionais de Engenharia, Arquitetura e Agronomia, e nos de Química, o piso salarial mínimo.;2017-03-30
2127867;Projeto de Lei;Dispõe sobre o exercício profissional da atividade de Doula.;2017-03-30
2127869;Requerimento;Solicita a realização de Mesa Redonda, na cidade de Rio Branco, Estado do Acre, para debater a regularização fundiária na Amazônia.;2017-03-30
2127870;Proposta de Fiscalização e Controle;Requer que a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural realize, com o auxílio do Tribunal de Contas da União (TCU), ato de fiscalização e controle visando verificar os procedimentos do Ministério da Agricultura no cumprimento de sua atribuição de inspeção dos produtos de origem animal no país.;2017-03-30
2127871;Requerimento de Redistribuição;Requer a inclusão das Comissões de Finanças e Tributação e da de Desenvolvimento Econômico, Indústria, Comércio e Serviços no despacho inicial aposto à Mensagem nº 578, de 2016.;2017-03-30
2127872;Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais;Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino dos Países Baixos, com relação a Aruba, celebrado em Brasília, em 16 de setembro de 2014.;2017-03-30
2127874;Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais;Aprova o texto do  Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da Jamaica, celebrado em Kingston, em 13 de fevereiro de 2014.;2017-03-30
2127877;Requerimento;Solicita a realização de audiência pública desta comissão, conjunta com a Comissão de Legislação Participativa com a finalidade de debater o PL nº 6787/16 - Reforma Trabalhista.;2017-03-30
2127879;Requerimento de Informação;Requer no âmbito da Comissão de Fiscalização Financeira e Controle, informações ao Exmo. Senhor Ministro da Ciência, Tecnologia, Inovações e Comunicações, informações sobre plano de demissão em massa a ser implantado pela Empresa Brasileira de Correios e Telégrafos.;2017-03-30
2127881;Projeto de Lei;Inclui no Anexo da Lei nº 5.917, de 10 de setembro de 1973, que dispõe sobre o Plano Nacional de Viação, o trecho rodoviário que menciona.;2017-03-30
2127882;Projeto de Lei;Estabelece isenção do Imposto sobre Produtos Industrializados - IPI para as motocicletas adquiridas para utilização nas atividades profissionais exercidas nos termos da Lei nº 12.009, de 29 de julho de 2009, e reduz a zero as alíquotas da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS sobre tais veículos.;2017-03-30
2127888;Projeto de Lei Complementar;Dispõe sobre a compensação financeira devida pela União aos Estados, Distrito Federal e Municípios em função da perda de receita decorrente da desoneração de ICMS sobre exportações de bens primários e semielaborados e da concessão de crédito nas aquisições destinadas ao ativo permanente, conforme art. 91 do Ato das Disposições Constitucionais Transitórias.;2017-03-30
2127889;Projeto de Lei;Altera a Lei Nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências.;2017-03-30
2127890;Requerimento de Inclusão na Ordem do Dia;Requer seja incluída na Ordem do Dia a PEC 02, de 2003.;2017-03-30
2127891;Projeto de Lei;"Denomina ""José João Ventura"" o Viaduto de Santo Amaro da Imperatriz situado no KM 25 da BR-282.";2017-03-30
2127897;Requerimento de Audiência Pública;Solicita sejam convidados o diretor do Departamento de Assistência Farmacêutica do Ministério da Saúde, Sr. Renato Teixeira Lima  o diretor-presidente da Agência Nacional de Vigilância Sanitária, Sr.  Jarbas Barbosa  a médica oncologista da Sociedade Brasileira de Oncologia Pediátrica, Dr.ª Sílvia Brandalise  o Diretor Clínico do Instituto de Tratamento do Câncer, Dr. Vicente Odone  o presidente-executivo da Interfarma, Sr. Antônio Britto  e o presidente-executivo do Grupo FarmaBrasil, Reginaldo Arcuri, para prestarem esclarecimentos, em audiência pública, sobre a droga chinesa asparaginase, adquirida pelo Ministério da Saúde, bem como sobre seu controle e fiscalização.;2017-03-30
2127938;Indicação;Sugere ao Poder Executivo que as instituições oficiais que financiam investimentos no sertor elétrico exijam garantias que permitam a sua execução de forma automática, sem que essas instituições de crédito tenham de recorrer ao judiciário para obter autorização para alienação de bens dados em garantia.;2017-03-31
2127940;Mensagem;Encaminha ao Congresso Nacional o relatório de Avalição de Receitas e Despesas, em cumprimento ao disposto no art. 58 da Lei n. 13.408, de 26 dezembro de 2016.;2017-03-31
2127943;Requerimento;"Requer a criação de Grupo de Trabalho da Comissão de Agricultura e Política Rural para acompanhar as ações do Governo Federal que anunciou a liberação de milho dos estoques públicos nos municípios amparados pela Superintendência do Desenvolvimento do Nordeste (SUDENE), na forma de venda direta denominada programa de ""Venda Balcão""";2017-03-31
2127945;Requerimento;Solicita a participação do Ministério dos Transportes, Portos e Aviação Civil  o Departamento Nacional de Infraestrutura de Transporte - DNIT  a Agência Nacional de Transportes Terrestres - ANTT  a Empresa de Planejamento e Logística S.A. - EPL  VALEC - Engenharia, Construções e Ferrovias S.A., para participarem da Mesa Redonda com Visita Técnica, em conjunto com a Comissão de Serviços de Infraestrutura do Senado Federal, a ser realizada nos dias 11 e 12 de maio de 2017, no Estado de Rondônia, a fim de realizar diligências na BR''s 174 e 435 e na Ferrovia entre Sapezal, no Estado do Mato Grosso a porto Velho, no Estado de Rondônia.;2017-03-31
2127946;Requerimento;Solicita a participação do Ministério dos Transportes, Portos e Aviação Civil  o Departamento Nacional de Infraestrutura de Transporte - DNIT  a Agência Nacional de Transportes Terrestres - ANTT  Agência Nacional de Transportes Aquaviários - ANTAQ  a Empresa de Planejamento e Logística S.A. - EPL, para participarem da Mesa Redonda com Visita Técnica a ser realizada no Estado de Rondônia, a fim de verificar in loco sobre a situação da BR 364, da BR 429, da BR 425, do Porto de Guajará-Mirim e da Ponte Binacional Brasil/Bolívia, bem como os projetos de infraestrutura a serem implantados.;2017-03-31
2127947;Requerimento;Solicita a participação do Ministério dos Transportes, Portos e Aviação Civil  a Secretaria de Aviação Civil - SAC  o Presidente da INFRAERO, Sr. Antônio Claret de Oliveira  a Agência Nacional de Aviação Civil - ANAC  a Empresa de Planejamento e Logística S.A. - EPL, para participarem da Mesa Redonda com Visita Técnica a ser realizada no Estado de Rondônia, a fim de verificar in loco sobre a situação do Aeroporto Internacional Governador Jorge Teixeira, em Porto Velho, bem como os projetos de infraestrutura a serem implantados.;2017-03-31
2127949;Requerimento;Solicita a participação do Ministério dos Transportes, Portos e Aviação Civil  o Conselho Nacional das Zonas de Processamento de Exportação - CZPE  o Departamento Nacional de Infraestrutura de Transporte - DNIT  a Agência Nacional de Transportes Terrestres - ANTT  Agência Nacional de Transportes Aquaviários - ANTAQ  a Empresa de Planejamento e Logística S.A. - EPL, para participarem da Mesa Redonda com Visita Técnica a ser realizada no Estado de Rondônia, a fim de verificar in loco sobre a situação do Porto de Porto Velho, do Contorno Rodoviário Norte e da Zona de Processamento de Exportação - ZPE, bem como os projetos de infraestrutura a serem implantados.;2017-03-31
2127955;Requerimento de Audiência Pública;"Requer a realização de audiência pública para discutir o ""Biênio da Matemática 2017-2018"" Gomes de Sousa.";2017-03-31
2127956;Requerimento de Audiência Pública;Requer a realização de audiência pública conjunta com as Comissões dos Direitos da Pessoa Idosa e de Seguridade Social e Família, para debater a proposta de Emenda à Constituição (PEC) nº 287, de 2016, que trata da Reforma da Previdência e, especialmente, sobre a desvinculação do valor do salário mínimo ao valor do Benefício de Prestação Continuada-BPC.;2017-03-31
2127957;Requerimento de Audiência Pública;Solicita que a audiência pública com a finalidade de debater o PL nº 6787/16 - Reforma Trabalhista seja realizada em conjunto com a Comissão de Trabalho, de Administração e Serviço Público.;2017-03-31
2127958;Indicação;Sugere a transferência da dotação orçamentária destinada à subvenção ao prêmio do seguro rural para as Operações Oficiais de Crédito.;2017-03-31
2127959;Requerimento;"Requer a realização de audiência pública para debater os desdobramentos da Operação ""Carne Fraca"", deflagrada pelo Departamento de Polícia Federal (DPF), com foco específico no dever de cautela inerente à comunicação das instituições públicas.";2017-03-31
2127965;Requerimento;Requer a realização de audiência pública para discutir o calendário de implantação da telefonia móvel na área rural do Estado do Pará com representantes do Governo Federal e das empresas de telefonia.;2017-03-31
2127970;Indicação;Sugere a criação de campus universitário da Universidade Federal de Mato Grosso no município de Cáceres, MT.;2017-03-31
2127972;Medida Provisória;Dispõe sobre a contribuição previdenciária sobre a receita bruta.;2017-03-30
2127973;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão da PEC 446/09 (PEC 300/08), que ""dispõe do piso salarial e remuneração dos Policiais Militares, Bombeiros e Civis"", na pauta do Plenário da Câmara dos Deputados.";2017-04-03
2127975;Requerimento de Audiência Pública;Requer realização de audiência pública para debater a decisão do STF que declarou constitucional a cobrança do Fundo de Assistência ao Trabalhador Rural - Funrural;2017-04-03
2127976;Requerimento de Audiência Pública;Requer realização de Audiência Pública para discutir o Projeto de Resolução nº 104/2015, que dispõe sobre afastamento de membro da Mesa Diretora da Casa que tenha contra si representação no âmbito do Conselho de Ética e Decoro Parlamentar com admissibilidade aprovada.;2017-04-03
2127978;Requerimento;Requer a aprovação de missão oficial de membros da Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia, com ônus para a Câmara dos Deputados, em 8/5/2017, para que os parlamentares possam conhecer o trabalho feito pelos Navios de Assistência Hospitalar, na cidade de Manaus-AM.;2017-04-03
2127979;Requerimento de Audiência Pública;Requer a realização de audiência pública com a presença do Superintendente da Superintendência do Desenvolvimento do Nordeste, para expor e debater os programas relacionados a sua área de atuação.;2017-04-03
2127980;Requerimento de Audiência Pública;Requer a realização de audiência pública com a presença do Superintendente da Superintendência do Desenvolvimento da Amazônia, para expor e debater os programas relacionados a sua área de atuação.;2017-04-03
2127981;Requerimento de Audiência Pública;Requer a realização de audiência pública com a presença do Superintendente da Superintendência do Desenvolvimento do Centro-Oeste, para expor e debater os programas relacionados a sua área de atuação.;2017-04-03
2127982;Requerimento;"Solicita que sejam instituídos os encontros denominados ""A Cidade É Nossa"" da Comissão de Desenvolvimento Urbano com ativistas e gestores de organizações da sociedade civil para debater assuntos correlatos à Comissão, estabelecendo um espaço permanente de diálogo.";2017-04-05
2127983;Requerimento de Moção;Requer aprovação de Moção de Repúdio ao governo e ao Tribunal Supremo de Justiça da República Bolivariana da Venezuela, pela intervenção em sua Assembléia Nacional, mediante uma ruptura institucional, violando a Constituição do país e o princípio democrático da divisão e autonomia dos poderes republicanos.;2017-04-03
2127984;Aviso;Encaminha ao Congresso Nacional o demonstrativo das emissões do real referentes ao mês de fevereiro  de 2017, as razões delas determinantes e a posição das reservas internacionais a elas vinculadas.;2017-04-03
2127985;Requerimento;"Requer a realização de Seminário na cidade de São Luís, Estado do Maranhão, com a finalidade de discutir o Projeto de Lei 7180/2014, que ""altera o artigo 3 da Lei nº 9394, de 20 de dezembro de 1996"".";2017-04-03
2127986;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para debater o Projeto de Lei nº 5.037, de 2016;2017-04-03
2127987;Requerimento;Requer a realização de audiência pública na comissão especial destinada a proferir parecer ao PL nº 4060 de 2012 com a presença dos seguintes convidados: Bruno Magrani do Facebook  Leonardo Bessa do Instituto Brasileiro de Política e Direito do Consumidor - BRASILCON  Denny Antonialli do InternetLab  Cintia Rosa Pereira Lima da Faculdade de Direito USP  Pedro Mizukami do CTS/FGV  Guilherme Varella, Pesquisador  Virgílio Almeida da Faculdade de Harvard  Fabricio Solagna do Centro de Estudos Barão de Itararé  e Representantes do Ministério Público do Distrito Federal e Territórios - MPDFT, da Open Knowledge Foundation, do Mozilla, da Empresa Brasileira de Comunicação - EBC  do Fórum Nacional pela Democratização da Comunicação - FNDC  Motion Pictures Association - América Latina  da UOL/Folha  da Associação Brasileira da Indústria Elétrica e Eletrônica - Abinee  e do Creative Commons.;2017-04-03
2127988;Requerimento;Solicita a inclusão de convidados, representantes da enfermagem, no Seminário Nacional de Debate do PL nº 6437/2016.;2017-04-03
2127989;Requerimento de Audiência Pública;Solicita realização de Expresso 168 no Estado do Rio de Janeiro para discussão do PL 6573/2016.;2017-04-03
2127990;Requerimento de Audiência Pública;Solicita realização de Audiência Pública para discussão do PL 6573/2016.;2017-04-03
2127992;Projeto de Lei;Dispõe sobre a criação e a implantação de corredores de biodiversidade.;2017-04-03
2127993;Projeto de Lei Complementar;Dispõe sobre a exigência de autorização específica do Senado Federal para que sejam realizadas operações de financiamento à exportação pelo Banco Nacional de Desenvolvimento Econômico e Social e dá outras providências.;2017-04-03
2127994;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para debater sobre o Projeto de Lei 4008 de 2015 que dispõe sobre a obrigatoriedade de certificação de óculos e lentes ópticas.;2017-04-03
2127995;Requerimento;Requer aprovação de moção de louvor ao policial militar e 3º SGT QPPMC, Derlei Fenandes de Oliveira, que atuou com ato de bravura na proteção ao cidadão no Distrito Federal.;2017-04-03
2127996;Requerimento;Requer a realização de Seminário da Comissão de Defesa dos Diretos das Pessoa com Deficiência, a fim de debater sobre o tema MÍDIA E PESSOA COM DEFICIÊNCIA - AVANÇANDO NA INCLUSÃO;2017-04-03
2127997;Requerimento de Audiência Pública;"Requer a realização de audiência pública no âmbito dessa Comissão de de Seguridade Social e Família, para debater ""A Proposta de Emenda à Constituição (PEC) nº 287 de 2016, que trata da Reforma da Previdência, mais especificamente sobre a desvinculação do valor do salário mínimo ao valor do Beneficio de Prestação Continuada-BPC e assuntos relacionados a deficiência.""";2017-04-03
2127998;Requerimento de Audiência Pública;"Requer a realização de audiência pública no âmbito dessa Comissão de de Defesa da Mulher, para debater ""A Proposta de Emenda à Constituição (PEC) nº 287 de 2016, que trata da Reforma da Previdência, no que se refere a equiparação entre homens e mulheres, para fins de aposentadoria''.";2017-04-03
2127999;Requerimento de Audiência Pública;"Requer a realização  de Audiência Pública da Comissão  Especial, para debater a PEC nº 15 de 2015, que ""insere parágrafo único no art. 193  inciso IX, no art. 206 e art. 212-A, todos na Constituição Federal, de forma a tornar o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb instrumento permanente de financiamento da educação básica pública, incluir o planejamento na ordem social e inserir novo princípio no rol daqueles com base nos quais a educação será ministrada, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias."".";2017-04-03
2128000;Requerimento de Audiência Pública;Requer a realização de Seminário a ser realizada no Estado de Santa Catarina, para debater o Projeto de Lei nº 6437, de 2016.;2017-04-03
2128001;Requerimento;Requer a inclusão para oitiva no ciclo de debates a realizar-se no âmbito desta Comissão, para discutir a pauta prioritária dos (as) servidores (as) públicos (as).;2017-04-03
2128004;Requerimento;Requer a realização de Seminário a ser realizada no Estado de Alagoas, para debater o Projeto de Lei nº 6437, de 2016.;2017-04-03
2128006;Requerimento de Audiência Pública;Requer a realização de audiência pública para debater o PL nº 6.787/16, de autoria do Poder Executivo, que altera a Consolidação Trabalhista - CLT e a Lei nº 6.019/74 - Trabalho Temporaria.  Desembargadora Volia Bomfim Cassar. Tribunal Regional do Trabalho da 1ª Região.;2017-04-03
2128007;Requerimento;Requer a realização de Audiência Pública para debater a inovação tecnológica na área de genética.;2017-04-03
2128023;Requerimento de Audiência Pública;Requer que seja convidados o presidente da Infraero - Empresa Brasileira de Infraestrutura Aeroportuária, o Senhor Antônio Claret de Oliveira, com a finalidade de esclarecer a este Colegiado as denúncias referentes a irregularidades que te?m causado enormes prejuízos a? instituição bem para tomarmos conhecimento da situação atual do setor aéreo, em especial as concessões de aeroportos, esclarecimentos a respeito do Programa de Desestatização dos Aeroportos Brasileiros, dos projetos em andamento, dos investimentos previstos a médio e longo prazo e do plano de investimentos para modernização dos aeroportos do Brasil.;2017-04-04
2128024;Requerimento;Solicita informações ao Excelentíssimo Ministro de Estado dos Transportes, Portos e Aviação Civil (MTPA), Sr. Maurício Quintella Malta Lessa, que preste informações sobre acompanhamento de obras e de contratos relativos à concessão de serviço público para exploração da BR-493.;2017-04-04
2128025;Requerimento;"""Solicito seja convocado o Sr. Ministro da Educação, a fim de prestar esclarecimentos sobre a Operação Quadro Negro, que apura desvios de recursos federais da educação no Estado do Paraná..""";2017-04-04
2128026;Requerimento;"""Solicita informações ao Ministro da Educação, acerca da redução de investimentos do Fundo de Financiamento ao Estudante do Ensino Superior - FIES""";2017-04-04
2128027;Requerimento de Audiência Pública;Requer a realização de audiência pública com a participação das autoridades do Ministério da Defesa, Comando da Aeronáutica, Agência Espacial Brasileira (AEB), Departamento de Ciência e Tecnologia Aeroespacial (CTA) e o Colaborador da Frente Parlamentar para Modernização do Centro de Lançamento de Alcântara, para debatermos a importância e a potencialidade do Centro de Lançamento de Alcântara (CLA), no Estado do Maranhão.;2017-04-04
2128028;Projeto de Lei;Altera a Lei nº 9.503, de 1997, para dispor sobre regras de obtenção da Carteira Nacional de Habilitação.;2017-04-04
2128029;Projeto de Lei;Altera o caput dos artigos 1º e 3º da Medida Provisória nº 2.199-14, de 24 de agosto de 2001, com a redação dada pelo artigo 69, da Lei nº 12.715, de 17 de setembro de 2012, e do artigo 4º da Lei nº 9.808 de 20 de julho de 1999, com a redação dada pelo artigo 22, da Lei nº 12.431 de 24 de junho de 2011, para prorrogar, até 31 de dezembro de 2073, o prazo dos incentivos de redução do imposto de renda, de reinvestimento e de isenção do AFRMM, de pessoas jurídicas que tenham projeto aprovado em setores da economia considerados prioritários para o desenvolvimento regional, nas áreas de atuação da Superintendência do Desenvolvimento do Nordeste - SUDENE e da Superintendência do Desenvolvimento da Amazônia - SUDAM, e dá outras providências.;2017-04-04
2128030;Requerimento de Criação de Frente Parlamentar;Requer o registro da Frente Parlamentar Mista em Defesa das Universidades Comunitárias, criada em conformidade com o Ato da Mesa n°. 69 de 2005.;2017-04-04
2128032;Requerimento;Requer a realização de audiência pública com a presença do Sr. Ministro de Estado das Cidades.;2017-04-05
2128033;Requerimento de Inclusão na Ordem do Dia;"Solicita inclusão na Ordem do Dia do Projeto de Lei nº 5415 de 2005 que ""Altera a redação do inciso VII, do art. 6º, da Lei nº 10.826, de 2003, autorizando o porte de arma para os Oficiais de Justiça"".";2017-04-04
2128034;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Projeto de Lei nº 3.180-A de 2004 que ""Acrescenta art. ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, criando um novo tipo penal"".";2017-04-04
2128035;Requerimento de Sessão Solene;Requer a realização de Sessão Solene no Plenário da Câmara dos Deputados, em homenagem ao Dia Nacional da Caatinga.;2017-04-04
2128036;Requerimento de Apensação;Requer apensação do PL n. 7075/2017 ao PL 3722/2012.;2017-04-04
2128039;Requerimento;Requer a realização de Seminário da Comissão de Defesa dos Direitos das Pessoa com Deficiência, afim de debater importância do Esporte para pessoas com Deficiência.;2017-04-04
2128044;Requerimento;Solicita ao Excelentíssimo Senhor Ministro de Estado da Educação informações sobre o atendimento do FIES nos anos de 2015, 2016 e 2017.;2017-04-04
2128045;Requerimento;"Requer   a   realização de   audiência pública no âmbito da Comissão de Educação destinada   a   discutir   o   Projeto   de   Lei   nº 114/2015, que ""regulamenta  o  exercício  da profissão de Quiropraxista"".";2017-04-04
2128048;Requerimento;Deputado Jerônimo Goergen (PP-RS) requer a realização de audiência pública de emergência nesta Comissão, convidando os Excelentíssimos Senhores Ministros, Henrique Meireles / Ministro da Fazenda e Dyogo Henrique de Oliveira / Ministro do Planejamento, Orçamento e Gestão, além do representante da Receita Federal do Brasil, para debater a mudança na forma de cobrança do Funrual, dentre outros temas correlacionados ao assunto.;2017-04-04
2128049;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia o Projeto de Lei 3487/2012 que ""Dispõe sobre a comercialização, a estocagem e o trânsito de arroz, trigo, feijão, cebola, cevada e aveia e seus derivados importados de outros países, para consumo e comercialização interno, e dá outras providências"".";2017-04-04
2128050;Requerimento;Requer a realização de audiência pública perante a Comissão de Finanças e Tributação, expedindo CONVITE aos Excelentíssimos representantes do Ministério da Fazenda do Brasil, Federação das Associações de Municípios do Rio Grande do Sul - FAMURS e do Estado do Rio Grande do Sul, para tratar do repasse do Fundo de Participação dos Municípios (FPM) e do Fundo de Participação dos Estados (FPE), dentre outros temas correlacionados ao assunto.;2017-04-04
2128055;Requerimento de Audiência Pública;Requer que seja convidado, nesta Comissão, para reunião de Audiência Pública o Ministro da Saúde RICARDO BARROS, para tratar da ASPARAGINASE oriunda da China.;2017-04-04
2128056;Requerimento de Audiência Pública;Requer que sejam convidados, nesta Comissão, para reunião de Audiência Pública o Diretor de Assistência Farmacêutica do Ministério da Saúde, Renato Teixeira Lima, e a Farmacêutica do Ministério da Saúde, Gisélia Ferreira, para tratar da ASPARAGINASE oriunda da China.;2017-04-04
2128066;Requerimento de Sessão Solene;Requer a convocação de Sessão Solene da Câmara dos Deputados, para a comemoração dos 50 anos da Universidade de Caxias do Sul-UCS.;2017-04-04
2128068;Requerimento;Solicita informações ao Sr. Ministro da Saúde sobre o fechamento de 393 unidades do Programa Farmácia Popular em todo país.;2017-04-04
2128072;Requerimento;Requer seja realizada reunião de Audiência Pública com o ministro da Transparência, Fiscalização e Controladoria-Geral da União - CGU, para que exponha a situação atual das contas e das denúncias da Empresa Brasileira de Correios e Telégrafos - ECT.;2017-04-04
2128073;Requerimento;Requer seja realizada reunião de Audiência Pública com o presidente do Tribunal de Contas da União - TCU, para que exponha a situação atual das contas e das denúncias  da Empresa Brasileira de Correios e Telégrafos - ECT.;2017-04-04
2128074;Requerimento de Redistribuição;Requer a revisão de despacho inicial aposto ao PL nº 3.935/2008.;2017-04-04
